1-qid,two_realRank,two_realRank2,State,LambdaMART,LambdaRank,ListNet,MART,RankBoost,RankNet,CordAscent,LinearReg,RandomFor,ndcg_term_LambdaMART,ndcg_term_LambdaRank,ndcg_term_ListNet,ndcg_term_MART,ndcg_term_RankBoost,ndcg_term_RankNet,ndcg_term_CordAscent,ndcg_term_LinearReg,ndcg_term_RandomFor
2014,13,13,Indiana,18,1,25,15,15,16,12,22,16,0.018108378,0.076923077,0.016365081,0.019230769,0.019230769,0.018819272,0.02078755,0.017004979,0.018819272
2014,14,14,Texas,33,1,2,19,8,14,2,9,20,0.014040117,0.071428571,0.045066411,0.016527015,0.022533205,0.018282716,0.045066411,0.021502143,0.016262161
2014,15,15,Idaho,21,1,19,14,14,12,16,16,11,0.014949588,0.066666667,0.015425214,0.017063868,0.017063868,0.018015877,0.016310036,0.016310036,0.018596196
2014,16,16,Virginia,3,1,20,13,16,21,33,17,14,0.03125,0.0625,0.014229391,0.016415596,0.015290659,0.014015239,0.012285102,0.014988279,0.015997377
2014,17,17,Missouri,23,1,13,16,17,11,21,14,15,0.012829664,0.058823529,0.015449973,0.014391208,0.014106616,0.016408409,0.013190813,0.015056354,0.014705882
2014,18,18,Alabama,35,1,10,17,24,23,31,13,17,0.010745911,0.055555556,0.016059157,0.013322915,0.011963238,0.012116905,0.011111111,0.014591641,0.013322915
2014,19,19,Colorado,11,1,16,20,22,18,7,15,18,0.014681208,0.052631579,0.012876344,0.011982645,0.011634986,0.012389943,0.01754386,0.013157895,0.012389943
2014,20,20,Ohio,32,1,4,22,11,15,6,20,19,0.009911993,0.05,0.021533828,0.011053236,0.013947147,0.0125,0.017810359,0.011383512,0.011568911
2014,21,21,Kansas,26,1,23,18,38,20,30,21,21,0.010014758,0.047619048,0.010385919,0.011209948,0.009009541,0.01084144,0.009611861,0.010678277,0.010678277
2014,22,22,North Carolina,36,1,41,26,29,31,27,26,25,0.008725396,0.045454545,0.008429501,0.009559542,0.009263411,0.009090909,0.009455209,0.009559542,0.009670275
2014,23,23,Georgia,13,1,30,23,27,33,15,23,24,0.011419545,0.043478261,0.008776047,0.009482795,0.009044113,0.008546158,0.010869565,0.009482795,0.009362534
2014,24,24,South Carolina,22,1,22,21,19,24,13,19,22,0.00921103,0.041666667,0.00921103,0.009343493,0.009640759,0.008972428,0.010943731,0.009640759,0.00921103
2014,25,25,Iowa,8,1,26,25,23,19,14,24,23,0.012618595,0.04,0.008412397,0.008509842,0.008724172,0.009255129,0.010238321,0.008613531,0.008724172
2014,26,26,Arizona,37,1,24,24,30,29,20,27,26,0.0073289,0.038461538,0.008282242,0.008282242,0.007763426,0.007838271,0.008756548,0.008000561,0.008088843
2014,27,27,Washington,10,1,17,28,26,37,26,31,31,0.010706105,0.037037037,0.008881943,0.007623957,0.007789256,0.00705746,0.007789256,0.007407407,0.007407407
2014,28,28,Minnesota,43,1,18,27,12,17,34,34,28,0.006541759,0.035714286,0.008407461,0.007429093,0.009651363,0.008564731,0.006962822,0.006962822,0.007351673
2014,29,29,Arkansas,25,1,31,31,18,25,28,29,27,0.007336071,0.034482759,0.006896552,0.006896552,0.008117549,0.007336071,0.007098167,0.007027415,0.007172917
2014,30,30,Louisiana,39,1,15,30,33,32,23,25,30,0.006263394,0.033333333,0.008333333,0.006728303,0.006552054,0.006607995,0.007270143,0.007091535,0.006728303
2014,31,31,Wisconsin,40,1,34,33,31,26,43,43,33,0.006021046,0.032258065,0.006289001,0.006340698,0.006451613,0.006784191,0.005908686,0.005908686,0.006340698
2014,32,32,Oregon,38,1,21,29,19,22,10,32,29,0.005912511,0.03125,0.00700762,0.006368595,0.007230569,0.006908273,0.009033276,0.006194996,0.006368595
2014,33,33,Michigan,42,1,40,32,32,38,36,30,32,0.00558451,0.03030303,0.005656134,0.006007269,0.006007269,0.005733344,0.005816931,0.006116639,0.006007269
2014,34,34,Maryland,46,1,35,36,43,40,42,33,39,0.005295039,0.029411765,0.005689012,0.005645845,0.005387331,0.005489777,0.00542026,0.005781224,0.005526524
2014,35,35,Pennsylvania,14,1,37,35,42,43,39,28,35,0.007313086,0.028571429,0.005444326,0.005526469,0.005265395,0.005233407,0.005368624,0.005881338,0.005526469
2014,36,36,Mississippi,43,1,27,37,25,27,37,36,34,0.005088035,0.027777778,0.005778183,0.005293095,0.005909613,0.005778183,0.005293095,0.005332187,0.005415528
2014,37,37,Vermont,27,1,44,38,34,39,41,39,38,0.005622016,0.027027027,0.004921295,0.005113523,0.005269163,0.005078428,0.005012136,0.005078428,0.005113523
2014,38,38,Maine,31,1,38,34,41,34,38,35,37,0.005263158,0.026315789,0.004978957,0.005130501,0.004880237,0.005130501,0.004978957,0.005090169,0.005014511
2014,39,39,Rhode Island,27,1,39,41,40,35,40,37,40,0.005333708,0.025641026,0.004817996,0.004755103,0.004785959,0.004959651,0.004785959,0.004885934,0.004785959
2014,40,40,New Mexico,8,1,33,39,19,30,8,40,36,0.007886622,0.025,0.004914041,0.004697546,0.005784455,0.005046227,0.007886622,0.00466631,0.004798968
2014,41,41,New York,2,1,32,40,45,45,46,44,42,0.015388531,0.024390244,0.004835119,0.004552498,0.004415673,0.004415673,0.004391008,0.004441168,0.00449485
2014,42,42,West Virginia,27,1,36,42,38,36,32,38,41,0.004952729,0.023809524,0.004570446,0.004387829,0.00450477,0.004570446,0.004719997,0.00450477,0.004415453
2014,43,43,California,34,1,48,43,44,50,50,45,44,0.004533931,0.023255814,0.004141944,0.00425975,0.004234602,0.004099801,0.004099801,0.004210293,0.004234602
2014,44,44,Delaware,30,1,45,44,35,44,35,42,43,0.004587479,0.022727273,0.004114604,0.004138361,0.004396055,0.004138361,0.004396055,0.004188383,0.004162938
2014,45,45,Hawaii,41,1,42,45,35,41,25,41,45,0.004121089,0.022222222,0.004095307,0.004023169,0.004298365,0.004121089,0.00472769,0.004121089,0.004023169
2014,46,46,New Jersey,45,1,50,48,47,48,48,47,49,0.003935709,0.02173913,0.003832422,0.003871817,0.00389244,0.003871817,0.003871817,0.00389244,0.003851822
2014,47,47,Massachusetts,46,1,47,49,48,47,47,49,47,0.003830454,0.021276596,0.003809622,0.003769869,0.003789438,0.003809622,0.003809622,0.003769869,0.003809622
2014,48,48,Connecticut,49,1,46,47,50,46,45,48,48,0.00369133,0.020833333,0.003750653,0.003730255,0.003672738,0.003750653,0.003771721,0.003710492,0.003710492
2014,49,49,Illinois,50,1,49,50,49,49,49,50,50,0.003597784,0.020408163,0.003615996,0.003597784,0.003615996,0.003615996,0.003615996,0.003597784,0.003597784
2014,50,50,Kentucky,46,1,43,46,46,42,44,46,46,0.003600627,0.02,0.003663385,0.003600627,0.003600627,0.003685777,0.003641758,0.003600627,0.003600627
2015,1,1,Nebraska,3,1,8,1,10,8,16,6,1,0.5,1,0.315464877,1,0.289064826,0.315464877,0.244650542,0.356207187,1
2015,2,2,Oklahoma,12,1,9,3,9,9,9,7,3,0.135119077,0.5,0.150514998,0.25,0.150514998,0.150514998,0.150514998,0.166666667,0.25
2015,3,3,South Dakota,4,1,6,2,6,6,15,3,2,0.143558853,0.333333333,0.118735729,0.210309918,0.118735729,0.118735729,0.083333333,0.166666667,0.210309918
2015,4,4,Tennessee,11,1,11,5,3,7,12,8,5,0.069735736,0.25,0.069735736,0.096713202,0.125,0.083333333,0.067559539,0.078866219,0.096713202
2015,5,5,Florida ,6,1,3,6,2,2,6,2,7,0.071241437,0.2,0.1,0.071241437,0.126185951,0.126185951,0.071241437,0.126185951,0.066666667
2015,6,6,North Dakota,13,1,19,4,1,4,5,17,4,0.043774923,0.166666667,0.038563036,0.071779426,0.166666667,0.071779426,0.064475468,0.039968744,0.071779426
2015,7,7,Wyoming,10,1,5,7,4,3,3,5,6,0.041294975,0.142857143,0.055264687,0.047619048,0.061525223,0.071428571,0.071428571,0.055264687,0.050886741
2015,8,8,Utah,2,1,7,8,5,5,8,9,9,0.078866219,0.125,0.041666667,0.03943311,0.048356601,0.048356601,0.03943311,0.037628749,0.037628749
2015,9,9,Idaho,14,1,16,9,11,10,10,10,8,0.028439781,0.111111111,0.027183394,0.033447777,0.030993661,0.032118314,0.032118314,0.032118314,0.035051653
2015,10,10,Montana,15,1,12,11,6,11,18,11,10,0.025,0.1,0.027023815,0.027894295,0.035620719,0.027894295,0.023540891,0.027894295,0.028906483
2015,11,11,Alaska,16,1,1,21,20,1,1,1,14,0.022240958,0.090909091,0.090909091,0.020385802,0.020697295,0.090909091,0.090909091,0.090909091,0.023268911
2015,12,12,New Hampshire,1,1,28,20,40,31,22,22,19,0.083333333,0.083333333,0.017153903,0.018972521,0.015554368,0.016666667,0.018422061,0.018422061,0.019281518
2015,13,13,Virginia,7,1,21,10,19,18,29,14,13,0.025641026,0.076923077,0.017249525,0.022235756,0.017798324,0.018108378,0.015676542,0.019689079,0.02020381
2015,14,14,Missouri,17,1,14,12,8,12,23,12,11,0.017129462,0.071428571,0.018282716,0.019302725,0.022533205,0.019302725,0.015578878,0.019302725,0.019924496
2015,15,15,North Carolina,30,1,34,18,18,21,13,19,23,0.013456606,0.066666667,0.012997268,0.015693928,0.015693928,0.014949588,0.017509969,0.015425214,0.014540286
2015,16,16,Nevada,5,1,15,15,30,16,19,15,12,0.0241783,0.0625,0.015625,0.015625,0.012615568,0.015290659,0.014461138,0.015625,0.016889885
2015,17,17,Indiana,19,1,33,19,24,22,37,24,20,0.013610483,0.058823529,0.011562449,0.013610483,0.012666958,0.013003808,0.011208907,0.012666958,0.013392368
2015,18,18,Alabama,33,1,10,13,13,20,31,13,15,0.010920091,0.055555556,0.016059157,0.014591641,0.014591641,0.012648347,0.011111111,0.014591641,0.013888889
2015,19,19,Texas,28,1,2,14,12,28,2,4,17,0.010834044,0.052631579,0.033206829,0.013471475,0.014223061,0.010834044,0.033206829,0.022667187,0.012621709
2015,20,20,Georgia,37,1,31,22,23,32,27,21,22,0.009527571,0.05,0.01,0.011053236,0.010905215,0.009911993,0.01040073,0.011212191,0.011053236
2015,21,21,South Carolina,19,1,24,24,22,25,17,18,24,0.01101801,0.047619048,0.010254204,0.010254204,0.010526892,0.010130764,0.011419641,0.011209948,0.010254204
2015,22,22,Kansas,35,1,25,27,35,19,28,23,26,0.008792109,0.045454545,0.009670275,0.009455209,0.008792109,0.010517192,0.009356674,0.009913831,0.009559542
2015,23,23,Colorado,37,1,23,25,26,29,20,20,25,0.008284844,0.043478261,0.009482795,0.009249828,0.009143909,0.008860654,0.009898706,0.009898706,0.009249828
2015,24,24,Oregon,34,1,13,23,14,13,11,26,21,0.008123293,0.041666667,0.010943731,0.009087679,0.010664918,0.010943731,0.011622623,0.008762913,0.009343493
2015,25,25,Wisconsin,9,1,22,28,27,24,32,31,28,0.0120412,0.04,0.008842589,0.008233873,0.008320584,0.008613531,0.007929595,0.008,0.008233873
2015,26,26,Ohio,31,1,4,16,16,14,7,16,16,0.007692308,0.038461538,0.016564483,0.009409636,0.009409636,0.009844539,0.012820513,0.009409636,0.009409636
2015,27,27,Arkansas,18,1,32,17,14,23,21,29,18,0.008718849,0.037037037,0.007342217,0.008881943,0.009479927,0.008077937,0.008305327,0.007547965,0.008718849
2015,28,28,Minnesota,44,1,18,26,17,15,33,34,27,0.006503139,0.035714286,0.008407461,0.007511068,0.008564731,0.008928571,0.007020058,0.006962822,0.007429093
2015,29,29,Iowa,21,1,30,32,25,17,14,25,30,0.007732546,0.034482759,0.006960313,0.006835857,0.007336071,0.008269395,0.008826139,0.007336071,0.006960313
2015,30,30,Arizona,8,1,27,31,29,30,24,28,29,0.010515496,0.033333333,0.00693382,0.006666667,0.006793168,0.006728303,0.007177943,0.006861561,0.006793168
2015,31,31,Washington,50,1,17,29,28,34,26,30,32,0.00568682,0.032258065,0.007735886,0.006574034,0.00664022,0.006289001,0.006784191,0.006511261,0.006394834
2015,32,32,Michigan,37,1,37,30,32,36,38,32,31,0.005954732,0.03125,0.005954732,0.006307784,0.006194996,0.00599871,0.005912511,0.006194996,0.00625
2015,33,33,Maryland,37,1,41,39,45,42,43,38,43,0.005774285,0.03030303,0.005619667,0.005693995,0.005486139,0.00558451,0.005550583,0.005733344,0.005550583
2015,34,34,Maine,27,1,36,34,39,33,39,35,37,0.006118076,0.029411765,0.005645845,0.005734089,0.005526524,0.005781224,0.005526524,0.005689012,0.005604453
2015,35,35,Pennsylvania,43,1,40,44,41,43,42,33,39,0.005233407,0.028571429,0.005332926,0.005202511,0.005298544,0.005233407,0.005265395,0.005616047,0.005368624
2015,36,36,New York,32,1,42,45,37,44,44,37,44,0.005506663,0.027777778,0.005119134,0.005028961,0.005293095,0.005057997,0.005057997,0.005293095,0.005057997
2015,37,37,Louisiana,42,1,20,36,43,39,36,27,35,0.004980779,0.027027027,0.00615325,0.005188074,0.00495052,0.005078428,0.005188074,0.005622016,0.005227741
2015,38,38,Mississippi,44,1,26,33,31,27,34,36,33,0.004791787,0.026315789,0.005534472,0.005172675,0.005263158,0.005474068,0.005130501,0.005051545,0.005172675
2015,39,39,Rhode Island,21,1,38,35,42,37,41,43,40,0.005749842,0.025641026,0.004851291,0.004959651,0.004725355,0.004885934,0.004755103,0.004696647,0.004785959
2015,40,40,Connecticut,48,1,47,38,46,46,46,48,46,0.00445259,0.025,0.004476306,0.004730009,0.004500783,0.004500783,0.004500783,0.00445259,0.004500783
2015,41,41,Delaware,21,1,43,43,33,41,30,40,41,0.005469362,0.024390244,0.004467543,0.004467543,0.004794186,0.004523147,0.004923148,0.004552498,0.004523147
2015,42,42,California,29,1,48,37,44,48,49,39,42,0.004852263,0.023809524,0.004240562,0.004536938,0.004335426,0.004240562,0.004218662,0.004473853,0.004387829
2015,43,43,Hawaii,36,1,39,40,36,38,25,44,36,0.004464156,0.023255814,0.00436981,0.004340754,0.004464156,0.004400008,0.004947583,0.004234602,0.004464156
2015,44,44,Vermont,21,1,44,41,34,40,40,45,38,0.005096451,0.022727273,0.004138361,0.004214751,0.004430887,0.0042421,0.0042421,0.004114604,0.004300008
2015,45,45,West Virginia,21,1,35,46,38,35,35,41,45,0.004983196,0.022222222,0.004298365,0.004000696,0.004204452,0.004298365,0.004298365,0.004121089,0.004023169
2015,46,46,New Mexico,26,1,29,42,21,26,4,42,34,0.004571955,0.02173913,0.004430327,0.004006279,0.004874866,0.004571955,0.009362534,0.004006279,0.00423824
2015,47,47,Kentucky,37,1,45,48,50,45,45,46,47,0.004054285,0.021276596,0.00385197,0.003789438,0.003750882,0.00385197,0.00385197,0.003830454,0.003809622
2015,48,48,Massachusetts,47,1,46,50,47,47,47,47,49,0.003730255,0.020833333,0.003750653,0.003672738,0.003730255,0.003730255,0.003730255,0.003730255,0.00369133
2015,49,49,New Jersey,46,1,50,47,49,49,48,49,48,0.003674109,0.020408163,0.003597784,0.003654127,0.003615996,0.003615996,0.003634767,0.003615996,0.003634767
2015,50,50,Illinois,49,1,49,49,47,50,50,50,50,0.003543676,0.02,0.003543676,0.003543676,0.003581045,0.003525829,0.003525829,0.003525829,0.003525829
2016,1,1,Nebraska,1,1,9,4,16,8,18,6,1,1,1,0.301029996,0.430676558,0.244650542,0.315464877,0.235408913,0.356207187,1
2016,2,2,South Dakota,1,1,6,1,6,5,16,3,2,0.5,0.5,0.178103594,0.5,0.178103594,0.193426404,0.122325271,0.25,0.315464877
2016,3,3,Tennessee,13,1,13,6,5,7,12,7,5,0.087549845,0.333333333,0.087549845,0.118735729,0.128950936,0.111111111,0.090079385,0.111111111,0.128950936
2016,4,4,Florida ,7,1,2,3,1,2,5,2,3,0.083333333,0.25,0.157732438,0.125,0.25,0.157732438,0.096713202,0.157732438,0.125
2016,5,5,Oklahoma,12,1,14,2,22,13,11,12,4,0.054047631,0.2,0.051191605,0.126185951,0.044212946,0.052529907,0.055788589,0.054047631,0.086135312
2016,6,6,Wyoming,14,1,4,8,11,3,3,5,8,0.042659671,0.166666667,0.071779426,0.052577479,0.046490491,0.083333333,0.083333333,0.064475468,0.052577479
2016,7,7,Idaho,15,1,12,7,2,9,13,8,6,0.035714286,0.142857143,0.038605451,0.047619048,0.090132822,0.043004285,0.037521362,0.045066411,0.050886741
2016,8,8,Utah,4,1,8,13,9,4,9,9,11,0.05383457,0.125,0.03943311,0.032831192,0.037628749,0.05383457,0.037628749,0.037628749,0.034867868
2016,9,9,North Carolina,32,1,34,16,13,16,8,18,19,0.022026651,0.111111111,0.021662114,0.027183394,0.029183282,0.027183394,0.035051653,0.026156546,0.02570869
2016,10,10,Nevada,6,1,19,11,29,12,15,14,12,0.035620719,0.1,0.023137821,0.027894295,0.020379505,0.027023815,0.025,0.025595802,0.027023815
2016,11,11,Alaska,17,1,1,21,21,1,1,1,15,0.021801133,0.090909091,0.090909091,0.020385802,0.020385802,0.090909091,0.090909091,0.090909091,0.022727273
2016,12,12,New Hampshire,5,1,30,12,34,27,20,20,20,0.032237734,0.083333333,0.016820757,0.022519846,0.016246585,0.01733455,0.018972521,0.018972521,0.018972521
2016,13,13,Virginia,1,1,25,9,20,22,28,17,14,0.076923077,0.076923077,0.016365081,0.023156154,0.017513096,0.017004979,0.015834372,0.018447113,0.019689079
2016,14,14,Alabama,9,1,10,10,8,19,30,10,13,0.021502143,0.071428571,0.020647488,0.020647488,0.022533205,0.016527015,0.014417792,0.020647488,0.018760681
2016,15,15,Missouri,19,1,15,17,7,11,26,11,10,0.015425214,0.066666667,0.016666667,0.015987498,0.022222222,0.018596196,0.014020661,0.018596196,0.019270988
2016,16,16,Montana,16,1,11,14,2,10,19,13,9,0.015290659,0.0625,0.017433934,0.015997377,0.03943311,0.018066552,0.014461138,0.016415596,0.018814375
2016,17,17,Kansas,40,1,27,28,36,25,31,25,30,0.010979554,0.058823529,0.012236153,0.012108637,0.011291689,0.012514474,0.011764706,0.012514474,0.011873476
2016,18,18,Georgia,10,1,23,15,14,24,22,19,16,0.016059157,0.055555556,0.012116905,0.013888889,0.01421989,0.011963238,0.012281374,0.012854345,0.013591697
2016,19,19,North Dakota,20,1,7,5,4,6,4,22,7,0.011982645,0.052631579,0.01754386,0.020360674,0.022667187,0.018747747,0.022667187,0.011634986,0.01754386
2016,20,20,South Carolina,23,1,21,18,19,21,14,16,18,0.010905215,0.05,0.011212191,0.011770446,0.011568911,0.011212191,0.012797901,0.012232527,0.011770446
2016,21,21,Indiana,28,1,33,22,35,29,36,23,26,0.00980223,0.047619048,0.009360078,0.010526892,0.009210781,0.009704526,0.009140891,0.010385919,0.010014758
2016,22,22,Texas,30,1,3,23,15,34,2,4,25,0.009174958,0.045454545,0.022727273,0.009913831,0.011363636,0.008861774,0.028678625,0.019576207,0.009670275
2016,23,23,Ohio,33,1,5,19,12,15,7,15,17,0.008546158,0.043478261,0.016819687,0.010059922,0.011749485,0.010869565,0.014492754,0.010869565,0.010426629
2016,24,24,Minnesota,39,1,18,24,10,14,34,33,23,0.007829243,0.041666667,0.009808705,0.008972428,0.012044368,0.010664918,0.008123293,0.008190068,0.009087679
2016,25,25,Arkansas,21,1,31,20,17,20,25,30,21,0.008969753,0.04,0.008,0.00910681,0.009592499,0.00910681,0.008509842,0.008073963,0.008969753
2016,26,26,Wisconsin,8,1,22,29,26,23,33,31,27,0.012133264,0.038461538,0.00850249,0.007838271,0.008088843,0.008388627,0.007560063,0.007692308,0.008000561
2016,27,27,Arizona,35,1,28,32,25,31,24,26,28,0.007163941,0.037037037,0.007623957,0.007342217,0.007879483,0.007407407,0.007975492,0.007789256,0.007623957
2016,28,28,Colorado,41,1,26,27,32,28,23,21,24,0.006623179,0.035714286,0.007511068,0.007429093,0.007079995,0.007351673,0.007789439,0.008008708,0.007690653
2016,29,29,Iowa,24,1,32,33,24,18,17,24,31,0.007425458,0.034482759,0.006835857,0.006777987,0.007425458,0.008117549,0.008269395,0.007425458,0.006896552
2016,30,30,Washington,11,1,17,26,23,33,27,29,29,0.009298098,0.033333333,0.007993749,0.007010331,0.007270143,0.006552054,0.00693382,0.006793168,0.006793168
2016,31,31,Oregon,34,1,16,25,18,17,10,28,22,0.006289001,0.032258065,0.007891953,0.006862776,0.007593836,0.007735886,0.009324672,0.00664022,0.00713112
2016,32,32,Michigan,41,1,37,35,31,37,40,34,36,0.005795282,0.03125,0.005954732,0.006044575,0.00625,0.005954732,0.005832888,0.006092469,0.00599871
2016,33,33,Maryland,41,1,41,37,45,41,44,39,40,0.005619667,0.03030303,0.005619667,0.005774285,0.005486139,0.005619667,0.005517815,0.005693995,0.005656134
2016,34,34,Maine,24,1,35,39,37,32,37,37,39,0.006333479,0.029411765,0.005689012,0.005526524,0.005604453,0.005830584,0.005604453,0.005604453,0.005526524
2016,35,35,Pennsylvania,46,1,40,43,38,43,42,32,38,0.005143752,0.028571429,0.005332926,0.005233407,0.005405725,0.005233407,0.005265395,0.005663996,0.005405725
2016,36,36,Mississippi,36,1,29,31,27,26,32,38,34,0.005332187,0.027777778,0.005660974,0.005555556,0.005778183,0.005841942,0.005506663,0.005255566,0.005415528
2016,37,37,Louisiana,44,1,24,34,40,39,38,27,37,0.004921295,0.027027027,0.005819953,0.005269163,0.00504466,0.005078428,0.005113523,0.005622016,0.005150038
2016,38,38,Hawaii,47,1,39,36,30,35,21,45,35,0.004711901,0.026315789,0.004944785,0.005051545,0.005311818,0.005090169,0.005901153,0.004764279,0.005090169
2016,39,39,Vermont,18,1,42,30,33,36,39,43,32,0.006036126,0.025641026,0.004725355,0.005175618,0.005040042,0.004922018,0.004817996,0.004696647,0.005083073
2016,40,40,Rhode Island,24,1,38,40,39,38,41,44,42,0.005383457,0.025,0.004730009,0.00466631,0.004697546,0.004730009,0.004636226,0.004552198,0.004607221
2016,41,41,New York,38,1,43,44,41,44,43,36,43,0.004614643,0.024390244,0.004467543,0.004441168,0.004523147,0.004441168,0.004467543,0.00468192,0.004467543
2016,42,42,California,31,1,48,42,44,48,48,35,44,0.004761905,0.023809524,0.004240562,0.004387829,0.004335426,0.004240562,0.004240562,0.004605391,0.004335426
2016,43,43,West Virginia,24,1,36,45,42,40,35,42,45,0.005007867,0.023255814,0.004464156,0.004210293,0.004285787,0.004340754,0.004498288,0.004285787,0.004210293
2016,44,44,Delaware,28,1,44,48,42,42,29,41,46,0.004678337,0.022727273,0.004138361,0.004047809,0.004188383,0.004188383,0.004631706,0.004214751,0.004091621
2016,45,45,New Mexico,22,1,20,38,28,30,6,40,33,0.00491255,0.022222222,0.005059339,0.004204452,0.004574374,0.004485535,0.007915715,0.004147831,0.004368036
2016,46,46,Kentucky,44,1,45,47,47,45,45,46,47,0.003958433,0.02173913,0.003935709,0.00389244,0.00389244,0.003935709,0.003935709,0.003913724,0.00389244
2016,47,47,Massachusetts,48,1,47,49,48,47,47,48,48,0.003789438,0.021276596,0.003809622,0.003769869,0.003789438,0.003809622,0.003809622,0.003789438,0.003789438
2016,48,48,New Jersey,50,1,50,41,46,49,49,49,41,0.003672738,0.020833333,0.003672738,0.003863521,0.003750653,0.00369133,0.00369133,0.00369133,0.003863521
2016,49,49,Connecticut,49,1,46,46,50,46,46,50,49,0.003615996,0.020408163,0.003674109,0.003674109,0.003597784,0.003674109,0.003674109,0.003597784,0.003615996
2016,50,50,Illinois,37,1,49,50,48,50,50,47,50,0.003811028,0.02,0.003543676,0.003525829,0.003562072,0.003525829,0.003525829,0.003581045,0.003525829